time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,18,18,0,7,0,0,1.9601565079435828,0.0,3.9367890589876766,38.88888888888889,0,0,0,0.013347305455105615,36.048064085447265,0.23621225769167728,0,1,0.0,0.0,0,1,1.4150699261548587,3,4.972940124244446,8,0,0.8660254037844387,-0.4999999999999998,07
1,30.0,13,13,0,7,0,0,1.2054460080666516,0.0,2.8863491493704267,53.84615384615385,0,0,0,0.009662926072785318,26.0347129506008,0.2762797501014361,17,0,0.0,0.0,0,0,0.0,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,07
2,60.0,8,8,0,6,0,0,0.43498171734205593,0.0,1.524807386712516,75.0,0,0,0,0.006441277134580861,16.02136181575434,0.14252449164093614,19,0,0.0,0.0,0,0,0.0,1,8.269018889077605,8,1,0.8660254037844387,-0.4999999999999998,07
3,90.0,11,10,1,5,0,0,1.321487647920241,0.0,3.583615020836564,45.45454545454545,0,0,0,0.008274410757782283,22.029372496662216,0.16360508263742848,33,4,0.0,0.0,0,4,1.572106861589693,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,07
4,120.0,9,9,0,6,0,0,0.37232608273043377,0.0,1.2848577810272093,66.66666666666666,0,0,0,0.00709813774483833,18.024032042723633,0.1344867925668907,0,6,0.0,0.0,0,6,1.517525174608491,1,3.9932795621100654,8,2,0.8660254037844387,-0.4999999999999998,07
5,150.0,8,8,0,6,0,0,0.7332383825476377,0.0,2.702388888209897,75.0,0,0,0,0.006288960218373793,16.02136181575434,0.06938878564744681,0,5,0.0,0.0,0,5,1.4774151985155897,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,07
6,180.0,9,9,0,5,0,0,0.7665309445850037,0.0,2.6935836778797557,55.55555555555556,0,0,0,0.008355100499451882,18.024032042723633,0.0986048279059166,0,2,0.0,0.0,0,2,1.3746361520612964,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,07
7,210.0,8,8,0,5,0,0,0.5711093743246298,0.0,2.2577075388615966,62.5,0,0,0,0.007315766757437654,16.02136181575434,0.12535868522717128,25,1,0.0,0.0,0,1,0.8926011634511456,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,07
8,240.0,8,8,0,5,0,0,0.4177875310476492,0.0,1.6287272704350126,62.5,0,0,0,0.007660807191179728,16.02136181575434,0.1502452407693636,76,2,0.0,0.0,0,2,1.5607930994438146,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,07
9,270.0,14,13,1,7,0,0,1.2285773007864527,0.0,2.650687985609401,50.0,0,0,0,0.0105724646952464,28.037383177570092,0.2893038411371151,90,1,0.0,0.0,0,1,1.5929289926803054,1,4.427675687573461,8,4,0.8660254037844387,-0.4999999999999998,07
10,300.0,11,10,1,6,0,0,1.0240352924375744,0.0,2.6997458234107055,54.54545454545454,0,0,0,0.007981166309847456,22.029372496662216,0.11529808194542913,55,0,0.0,0.0,0,0,0.0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,07
11,330.0,7,7,0,5,0,0,0.33537275670402295,0.0,1.240784194740599,71.42857142857143,0,0,0,0.006700952035650468,14.018691588785046,0.11191080465831531,0,1,0.0,0.0,0,1,1.347360719927891,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,07
12,360.0,15,14,1,5,0,0,1.6116865402192613,0.0,3.8456027409464637,33.33333333333333,0,0,0,0.010764910881887088,30.040053404539385,0.11857007418178218,24,3,1.72,1.72,1,3,1.3488838267378196,1,2.680384682517876,8,6,0.8660254037844387,-0.4999999999999998,07
13,390.0,10,8,2,5,0,0,0.9513482935348561,0.0,2.7034979123754472,50.0,0,0,0,0.007223931004922158,20.026702269692926,0.1115561210324535,0,4,2.68,2.68,1,4,1.4172632258435711,1,3.9273250306317213,8,6,0.8660254037844387,-0.4999999999999998,07
14,420.0,6,6,0,5,0,0,0.24667915174729874,0.0,1.7804986914091494,83.33333333333334,0,0,0,0.006192254540465569,12.016021361815753,0.005265960159554294,0,2,0.0,0.0,0,2,1.3317069754459674,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,07
15,450.0,11,11,0,6,0,0,0.9643493304825514,0.0,2.9659434437822485,54.54545454545454,0,0,0,0.008244573586628895,22.029372496662216,0.10472310915033976,3,3,0.0,0.0,0,3,1.5263018575145015,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,07
16,480.0,8,8,0,5,0,0,0.7640540703215162,0.0,2.4929140507293472,62.5,0,0,0,0.005976759923991167,16.02136181575434,0.14267340005115214,12,4,0.0,0.0,0,4,1.352078713189025,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,07
17,510.0,9,9,0,5,0,0,0.8853368812505,0.0,2.7059566933628867,55.55555555555556,0,0,0,0.006634564421702629,18.024032042723633,0.15502320470749617,20,1,0.0,0.0,0,1,1.4445871701428767,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,07
18,540.0,10,10,0,5,0,0,1.122262963153375,0.0,3.345050701513688,50.0,0,0,0,0.007874505053074722,20.026702269692926,0.11187890246205102,0,0,0.0,0.0,0,0,0.0,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,07
19,570.0,6,6,0,5,0,0,0.33967690485999563,0.0,1.8460964630918213,83.33333333333334,0,0,0,0.004413892169301627,12.016021361815753,0.003479974236663141,0,1,0.0,0.0,0,1,1.5966675814604314,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,07
20,600.0,10,10,0,6,0,0,0.8872976877556086,0.0,2.8140805264279902,60.0,0,0,0,0.007240343855607889,20.026702269692926,0.07908928962785974,0,4,0.0,0.0,0,4,1.4197771780885935,1,5.8615607627585495,8,10,0.8660254037844387,-0.4999999999999998,07
21,630.0,14,12,2,6,0,0,1.7302368386451914,0.0,3.6131624060654937,42.857142857142854,0,0,0,0.009914101904362649,28.037383177570092,0.12985977629768153,0,3,1.0,1.0,1,3,1.5338375359366656,1,5.9098690819404105,8,10,0.8660254037844387,-0.4999999999999998,07
22,660.0,9,9,0,6,0,0,0.959994165788779,0.0,2.926212627605012,66.66666666666666,0,0,0,0.006512854856476611,18.024032042723633,0.10891686611839355,20,2,8.6,8.6,1,2,1.2391386677399312,1,6.702289290904516,8,11,0.8660254037844387,-0.4999999999999998,07
23,690.0,9,8,1,5,0,0,0.9906878120550319,0.0,3.2931815715442667,55.55555555555556,0,0,0,0.006637868222738123,18.024032042723633,0.02727017580603307,3,2,0.0,0.0,0,2,1.4709926796083175,1,6.576555567168623,8,11,0.8660254037844387,-0.4999999999999998,07
24,720.0,12,12,0,5,0,0,1.2333791884304515,0.0,3.2376177279055485,41.66666666666667,0,0,0,0.010695256289259696,24.032042723631506,0.1717243942341938,0,0,0.0,0.0,0,0,0.0,1,4.5464958549475,8,12,0.8660254037844387,-0.4999999999999998,07
25,750.0,11,11,0,5,0,0,1.416984115315165,0.0,3.856647062351009,45.45454545454545,0,0,0,0.008074845110093595,22.029372496662216,0.17851013072549965,101,0,0.0,0.0,0,0,0.0,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,07
26,780.0,10,10,0,5,0,0,0.9766571796248126,0.0,3.062971450241303,50.0,0,0,0,0.007258919034912823,20.026702269692926,0.08738583963218809,0,0,0.0,0.0,0,0,0.0,1,2.684564009627395,8,13,0.8660254037844387,-0.4999999999999998,07
27,810.0,8,7,1,5,0,0,0.8467998757761221,0.0,3.330633055922191,62.5,0,0,0,0.005838565274140095,16.02136181575434,0.0334999572616096,0,0,0.0,0.0,0,0,0.0,0,0.0,8,13,0.8660254037844387,-0.4999999999999998,07
28,840.0,7,7,0,5,0,0,0.46650159940370284,0.0,2.103991823601185,71.42857142857143,0,0,0,0.00504476378076792,14.018691588785046,0.07698635063329186,0,3,12.64,12.64,1,3,0.6860446408837493,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,07
