time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,22,22,0,21,0,0,0.06600359500297331,0.0,0.5780548627773017,95.45454545454545,0,0,0,0.006835339682588648,44.05874499332443,0.009187350542608662,0,12,1.68,1.68,1,12,1.3141075747697968,4,5.432586423979107,8,0,0.8660254037844387,-0.4999999999999998,29
1,30.0,27,27,0,21,0,0,0.40110134036835027,0.0,1.4684316049449195,77.77777777777779,0,0,0,0.008388825974086068,54.07209612817089,0.08083108488360932,128,11,5.733333333333333,13.0,3,11,1.1461665978088158,6,5.275550845597457,8,0,0.8660254037844387,-0.4999999999999998,29
2,60.0,28,28,0,22,0,0,0.592200186649423,0.0,1.8550085589762966,78.57142857142857,0,0,0,0.008699523232385552,56.074766355140184,0.07186283187528945,0,14,2.8299999999999996,6.2,4,14,1.189292372883589,8,3.8550483050170232,8,1,0.8660254037844387,-0.4999999999999998,29
3,90.0,28,28,0,21,0,0,0.45464812102001395,0.0,1.6434671242896208,75.0,0,0,0,0.008699523232385552,56.074766355140184,0.06212014818184837,12,15,1.68,1.68,1,15,1.3533242573527868,7,4.987058298480548,8,1,0.8660254037844387,-0.4999999999999998,29
4,120.0,30,30,0,21,0,0,0.518758449617984,0.0,1.7410219421631856,70.0,0,0,0,0.009261648093348883,60.08010680907877,0.09667000500915093,39,15,0.0,0.0,0,15,1.3548009215201469,4,5.243864545664555,8,2,0.8660254037844387,-0.4999999999999998,29
5,150.0,27,27,0,22,0,0,0.32748053148473216,0.0,1.304341839766051,81.48148148148148,0,0,0,0.008388825974086068,54.07209612817089,0.07982410836396818,54,15,4.0,4.0,1,15,1.5720589145070776,8,4.022822112618237,8,2,0.8660254037844387,-0.4999999999999998,29
6,180.0,30,30,0,22,0,0,0.4733910591195381,0.0,1.6967652152898824,73.33333333333333,0,0,0,0.009219259290264266,60.08010680907877,0.08183916137442955,114,9,1.32,1.32,1,9,1.5240881131951411,6,4.596060642471896,8,3,0.8660254037844387,-0.4999999999999998,29
7,210.0,31,31,0,21,0,0,0.7283745027175399,0.0,1.840633632331233,67.74193548387096,0,0,0,0.009549660618104732,62.082777036048064,0.13075370939148853,39,4,8.72,11.32,2,4,1.0954488895941572,8,4.410638497080034,8,3,0.8660254037844387,-0.4999999999999998,29
8,240.0,28,28,0,22,0,0,0.49074132160924355,0.0,1.6253457223904473,78.57142857142857,0,0,0,0.008699523232385552,56.074766355140184,0.1011493314703803,21,3,0.16,0.16,1,3,1.7792561124338206,7,3.819618743885884,8,4,0.8660254037844387,-0.4999999999999998,29
9,270.0,25,25,0,21,0,0,0.38844327033999343,0.0,1.601559153769229,84.0,0,0,0,0.0077674314574871,50.06675567423231,0.05576922302218016,63,1,0.0,0.0,0,1,2.9434214486858603,1,4.30609059868096,8,4,0.8660254037844387,-0.4999999999999998,29
