time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,ped_crossing_demand,avg_ped_speed,stopped_pedestrians,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,24,24,0,7,0,0,3.702971237716598,0.0,5.4504380183747205,29.166666666666668,0,0,0,0.0068784213134180155,48.06408544726301,0.2688643544787091,32,0,0.0,0.0,0,0.0,0,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,32
1,30.0,16,16,0,6,0,0,2.413627242752702,0.0,4.802145992562144,37.5,0,0,0,0.004599118020151681,32.04272363150868,0.16089969169989463,8,0,0.0,0.0,0,0.0,0,1,13.82430854040763,8,0,0.8660254037844387,-0.4999999999999998,32
2,60.0,14,14,0,6,0,0,1.8067847943142954,0.0,4.278506440019256,42.857142857142854,0,0,0,0.004048094323544957,28.037383177570092,0.1613082149376545,14,0,0.0,0.0,0,0.0,0,2,4.292443043477697,8,1,0.8660254037844387,-0.4999999999999998,32
3,90.0,26,24,2,8,0,0,2.814006072360781,0.0,4.532328782063393,30.76923076923077,0,0,0,0.007469846470218211,52.0694259012016,0.3780363002354642,48,0,0.0,0.0,0,0.0,0,1,6.524413770888635,8,1,0.8660254037844387,-0.4999999999999998,32
4,120.0,28,27,1,9,0,0,2.7917761821460667,0.0011655899793666725,4.401393216565413,32.142857142857146,0,0,0,0.007971918043679747,56.074766355140184,0.3221112863661283,9,1,0.0,0.0,1,1.7017499200741553,0,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,32
5,150.0,28,26,2,8,0,0,3.259469458154432,0.0,4.516833275059653,28.57142857142857,0,0,0,0.008008547721845376,56.074766355140184,0.3645006057003578,0,1,0.0,0.0,1,1.668683869195817,0,1,10.850517067627923,8,2,0.8660254037844387,-0.4999999999999998,32
6,180.0,18,17,1,6,0,0,2.504549565570282,0.0,4.715634219831716,33.33333333333333,0,0,0,0.005201183339414411,36.048064085447265,0.24151228563397698,3,1,0.0,0.0,1,1.7359314001669237,0,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,32
7,210.0,19,18,1,6,0,0,2.6683918275719383,0.0,5.053795281274838,31.57894736842105,0,0,0,0.0055477130431003515,38.05073431241655,0.23173515970731906,0,0,0.0,0.0,0,0.0,0,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,32
8,240.0,28,27,1,8,0,0,3.2222268161305747,0.004490840670914812,4.431905606733124,28.57142857142857,0,0,0,0.008082333611308072,56.074766355140184,0.25203604867994706,5,0,0.0,0.0,0,0.0,0,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,32
9,270.0,26,25,1,10,0,0,2.9471294404004986,0.0,4.917969732723504,38.46153846153847,0,0,0,0.007566849385224913,52.0694259012016,0.32288707446618187,68,1,0.0,0.0,1,1.5653974300759768,0,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,32
