time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,23,19,4,9,0,0,4.830986669283703,0.012377019027213297,6.712843158741927,39.130434782608695,0,0,0,0.0023988775600013662,46.061415220293725,0.5607901080689391,276,1,0.0,0.0,0,1,1.529237761647981,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,02
1,30.0,26,22,4,7,0,0,5.1837418287154025,0.0,6.828536684207839,26.923076923076923,0,0,0,0.0026718658853796214,52.0694259012016,0.4285470110656021,119,1,0.0,0.0,0,1,1.4071284664166814,1,4.481711629301384,8,0,0.8660254037844387,-0.4999999999999998,02
2,60.0,29,23,6,5,0,0,6.791131931664125,6.497300511173851,6.688957733732222,17.24137931034483,0,0,0,0.0030413451479759353,58.07743658210948,0.46000006440271146,157,2,0.0,0.0,0,2,1.3711967274401817,1,4.709869560796515,8,1,0.8660254037844387,-0.4999999999999998,02
3,90.0,23,22,1,6,0,0,6.150741367808599,0.4174642607457554,6.946634101263479,26.08695652173913,0,0,0,0.0023577444726389915,46.061415220293725,0.4619933883629357,192,2,0.0,0.0,0,2,2.6043190417813302,1,21.751563665679235,8,1,0.8660254037844387,-0.4999999999999998,02
4,120.0,14,12,2,5,0,0,4.110907288132822,0.0,6.3437814359906435,35.714285714285715,0,0,0,0.0014434151600852864,28.037383177570092,0.41635465518920856,3,0,0.0,0.0,0,0,0.0,1,4.263352967988591,8,2,0.8660254037844387,-0.4999999999999998,02
5,150.0,19,17,2,5,0,0,5.7555321459296955,0.0,6.826694529329621,26.31578947368421,0,0,0,0.001980406374797824,38.05073431241655,0.41326141113769493,118,1,0.0,0.0,0,1,1.2703636751598522,1,3.806353239070192,8,2,0.8660254037844387,-0.4999999999999998,02
6,180.0,18,17,1,4,0,0,5.085310009545937,0.0,7.260966535100794,22.22222222222222,0,0,0,0.0027565320660423707,36.048064085447265,0.2163524681516118,42,2,0.0,0.0,0,2,1.4188826421479313,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,02
7,210.0,21,19,2,5,0,0,5.872547974002768,0.02186151786312365,7.30129199027019,23.809523809523807,0,0,0,0.0021569086131477924,42.05607476635514,0.36617683009039426,87,13,0.8400000000000001,0.92,2,13,1.3564666405145667,1,5.858658604682796,8,3,0.8660254037844387,-0.4999999999999998,02
8,240.0,21,18,3,5,0,0,5.125888657075347,3.4038908539336585,5.686777134328997,23.809523809523807,0,0,0,0.0021547903185377827,42.05607476635514,0.5408194209910034,242,11,11.92,18.88,2,11,1.5075085996056348,1,5.4037271969641045,8,4,0.8660254037844387,-0.4999999999999998,02
9,270.0,21,18,3,7,0,0,5.256273545174778,0.0013309430579952369,7.457356822942136,33.33333333333333,0,0,0,0.0021293602766698162,42.05607476635514,0.3122687504712952,22,5,21.7,27.64,2,5,0.8418534700671759,1,18.533542337978673,8,4,0.8660254037844387,-0.4999999999999998,02
10,300.0,13,10,3,4,0,0,3.518749198681247,0.0,5.309983939524575,30.76923076923077,0,0,0,0.0016438791088750247,26.0347129506008,0.2962726016888095,0,2,12.56,13.72,2,2,0.6774655303762858,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,02
11,330.0,17,17,0,4,0,0,5.659717582112809,0.0,6.980368945932851,23.52941176470588,0,0,0,0.0017454133520419758,34.04539385847797,0.32500566025287786,44,3,0.0,0.0,0,3,1.5987138616782264,1,8.76045896302744,8,5,0.8660254037844387,-0.4999999999999998,02
12,360.0,17,16,1,6,0,0,4.351570234709944,0.0,6.4945148793232725,35.294117647058826,0,0,0,0.002551246178501536,34.04539385847797,0.3824939221039902,105,1,0.0,0.0,0,1,1.8353728046250335,0,0.0,8,6,0.8660254037844387,-0.4999999999999998,02
13,390.0,14,12,2,4,0,0,4.427524940283103,0.0,6.708027153482938,28.57142857142857,0,0,0,0.0014401253413671977,28.037383177570092,0.39340725838454094,25,1,0.0,0.0,0,1,1.396166841730511,1,8.353386086225102,8,6,0.8660254037844387,-0.4999999999999998,02
14,420.0,15,12,3,4,0,0,5.376766750406992,0.0,7.88955968739931,26.666666666666668,0,0,0,0.0015253147154904168,30.040053404539385,0.2537651377899731,15,4,2.64,2.64,1,4,1.3212274518361116,3,13.050245091509925,8,7,0.8660254037844387,-0.4999999999999998,02
15,450.0,14,14,0,5,0,0,4.402419597208795,0.0,6.360731951781298,35.714285714285715,0,0,0,0.0014390553515860446,28.037383177570092,0.3553273816055153,37,5,8.146666666666667,12.0,3,5,1.0431515402075306,3,3.936230211933234,8,7,0.8660254037844387,-0.4999999999999998,02
16,480.0,14,13,1,4,0,0,4.090370784456075,0.0,6.880027374454944,28.57142857142857,0,0,0,0.0021356801228218005,28.037383177570092,0.19159875207160018,14,5,11.24,13.16,3,5,0.868989600760151,3,10.824813490400196,8,8,0.8660254037844387,-0.4999999999999998,02
17,510.0,22,21,1,7,0,0,5.669194002394476,0.01892586366716519,7.2886196615191094,31.818181818181817,0,0,0,0.0022563087341292264,44.05874499332443,0.39256789486167964,46,4,4.66,8.8,4,4,0.9416168185770835,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,02
18,540.0,22,21,1,6,0,0,5.436081195690077,0.01847832514055319,7.527393378775766,27.27272727272727,0,0,0,0.002257609274284838,44.05874499332443,0.3123297178648468,23,4,26.89333333333333,30.0,3,4,0.34254761486004903,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,02
19,570.0,21,18,3,8,0,0,4.489935662527055,0.10093733947355657,6.262067567710983,38.095238095238095,0,0,0,0.0021521732168522135,42.05607476635514,0.4064746922819234,131,4,9.75,20.16,4,4,0.7340626376228586,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,02
20,600.0,22,17,5,6,0,0,5.4293494411788545,0.005514853100741287,6.831074133182979,27.27272727272727,0,0,0,0.002254663298170536,44.05874499332443,0.47420212858412064,143,3,7.213333333333334,10.12,3,3,0.651738547523582,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,02
21,630.0,22,20,2,6,0,0,4.709977729560307,0.9318293217107949,6.022491099792623,27.27272727272727,0,0,0,0.0022518732376670203,44.05874499332443,0.40074664674307087,167,5,8.200000000000001,13.52,3,5,1.0440371956475243,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,02
22,660.0,27,26,1,9,0,0,5.435940134572924,0.9853577848172713,6.520714775036549,33.33333333333333,0,0,0,0.0027729717479048122,54.07209612817089,0.5359764686775867,343,2,10.44,10.44,1,2,0.4880950997212151,1,4.615633214745496,8,11,0.8660254037844387,-0.4999999999999998,02
