time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,15,14,1,3,0,0,7.1473366786571475,6.832878484035846,7.227836362535711,20.0,0,0,0,0.0015687724585033713,30.040053404539385,0.2860102128044746,29,3,0.0,0.0,0,3,1.5615849053520134,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,06
1,30.0,15,15,0,4,0,0,6.067087066394537,0.01987008052323895,7.345232238857672,26.666666666666668,0,0,0,0.0015614573114217129,30.040053404539385,0.4176379530829835,84,6,0.0,0.0,0,6,1.419041488826047,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,06
2,60.0,15,12,3,5,0,0,4.357146269657314,0.009657512610063725,6.048139569366885,33.33333333333333,0,0,0,0.0015732430870778566,30.040053404539385,0.2848092621306308,59,3,7.82,8.76,2,3,0.9813282008757988,1,5.4380036417594875,8,1,0.8660254037844387,-0.4999999999999998,06
3,90.0,20,16,4,5,0,0,5.810326247679358,2.5022439711586877,6.564548991420131,25.0,0,0,0,0.002090244803095106,40.05340453938585,0.5684267268244764,175,3,0.0,0.0,0,3,1.5630085214453147,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,06
4,120.0,19,19,0,4,0,0,5.972815966415805,0.010958366519159107,6.684722290756957,21.052631578947366,0,0,0,0.0019991619976117317,38.05073431241655,0.39440423283051046,114,1,0.0,0.0,0,1,1.5879531464472536,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,06
5,150.0,13,13,0,4,0,0,4.098607806068456,0.005855994960242396,5.298111229188824,30.76923076923077,0,0,0,0.001402195428082908,26.0347129506008,0.3513366372066711,42,1,0.0,0.0,0,1,1.5792586083687141,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,06
6,180.0,14,13,1,4,0,0,5.885033630524738,0.24349821074156355,7.329760803509659,28.57142857142857,0,0,0,0.0017362588016028796,28.037383177570092,0.4901156636689718,30,0,0.0,0.0,0,0,0.0,1,6.847794274244748,8,3,0.8660254037844387,-0.4999999999999998,06
7,210.0,16,15,1,3,0,0,7.7237607353386375,3.849518286054857,8.137729220001582,18.75,0,0,0,0.0016290151797693374,32.04272363150868,0.36468152279846905,17,0,0.0,0.0,0,0,0.0,2,15.49871340295308,8,3,0.8660254037844387,-0.4999999999999998,06
8,240.0,12,11,1,3,0,0,4.498653752729139,0.008876423829448435,6.543924652543424,25.0,0,0,0,0.001243222483545256,24.032042723631506,0.39045264872019436,106,1,0.0,0.0,0,1,1.5978854711632167,2,2.820087978685743,8,4,0.8660254037844387,-0.4999999999999998,06
9,270.0,17,16,1,3,0,0,6.622794728931769,6.523818992359502,6.749134091015981,17.647058823529413,0,0,0,0.0017781730752622605,34.04539385847797,0.6136898908540226,233,2,0.0,0.0,0,2,1.8166200660552834,1,0.6312333873797966,8,4,0.8660254037844387,-0.4999999999999998,06
10,300.0,9,9,0,3,0,0,4.8377029986038895,0.00836674907798848,6.761622607428483,33.33333333333333,0,0,0,0.0009535328867262641,18.024032042723633,0.3875733644631322,32,2,15.24,15.24,1,2,0.9972748712326653,1,5.8566520818284316,8,5,0.8660254037844387,-0.4999999999999998,06
11,330.0,11,10,1,3,0,0,4.178985790895772,0.007756494053372309,6.189255903853412,27.27272727272727,0,0,0,0.0011949553438952802,22.029372496662216,0.44236708248377826,0,0,0.0,0.0,0,0,0.0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,06
12,360.0,14,12,2,2,0,0,5.459513878996148,4.923256563251604,5.599594484153905,14.285714285714285,0,0,0,0.001417747663616474,28.037383177570092,0.5446115575531176,117,0,0.0,0.0,0,0,0.0,0,0.0,8,6,0.8660254037844387,-0.4999999999999998,06
13,390.0,12,11,1,2,0,0,6.502031847643367,0.0,7.674730055165288,16.666666666666664,0,0,0,0.0012197580605650047,24.032042723631506,0.36515828901805786,7,0,0.0,0.0,0,0,0.0,0,0.0,8,6,0.8660254037844387,-0.4999999999999998,06
14,420.0,15,13,2,2,0,0,8.734559303933032,11.290026928067975,7.193399465294561,13.333333333333334,0,0,0,0.0015656709622279008,30.040053404539385,0.5436131973271716,183,0,0.0,0.0,0,0,0.0,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,06
15,450.0,7,6,1,2,0,0,5.126527159101132,0.0,7.8769787330094125,28.57142857142857,0,0,0,0.0008540409019814378,14.018691588785046,0.31228553344679305,4,1,0.0,0.0,0,1,1.605920836746479,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,06
16,480.0,7,7,0,2,0,0,4.376725256400485,0.0,5.5554565413444035,28.57142857142857,0,0,0,0.0007313405042521427,14.018691588785046,0.6022740922064457,163,2,0.0,0.0,0,2,1.57174109899477,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,06
17,510.0,11,10,1,2,0,0,7.580835215533024,0.0,7.945857071133296,18.181818181818183,0,0,0,0.0015482072390889678,22.029372496662216,0.3199363035028836,12,7,5.36,5.36,1,7,1.255550298558732,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,06
18,540.0,18,16,2,3,0,0,8.781264621326505,11.95123320312176,7.046636027191645,16.666666666666664,0,0,0,0.0018143484492647976,36.048064085447265,0.579268512673176,137,8,21.28,21.28,1,8,1.1482458305633323,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,06
19,570.0,9,7,2,3,0,0,3.8348292516597815,0.0,6.120392382226486,33.33333333333333,0,0,0,0.0009723627774856991,18.024032042723633,0.3460904104376281,59,6,13.180000000000001,23.92,2,6,1.1667579130247203,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,06
20,600.0,14,10,4,4,0,0,5.529810208066024,0.02776818683313694,6.935897426638873,28.57142857142857,0,0,0,0.0014190764368541965,28.037383177570092,0.3690980393548238,54,6,30.0,30.0,1,6,0.890455016053415,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,06
21,630.0,21,17,4,6,0,0,7.657101278974066,6.372265474786754,7.536237251632624,28.57142857142857,0,0,0,0.002189081818665485,42.05607476635514,0.5046320552851816,35,1,18.8,18.8,1,1,0.20857101357307056,0,0.0,8,10,0.8660254037844387,-0.4999999999999998,06
22,660.0,13,11,2,4,0,0,5.838526799995211,0.08521306333532935,7.02244098474462,30.76923076923077,0,0,0,0.0018240700217190457,26.0347129506008,0.39579460675052813,57,13,9.830000000000002,21.72,4,13,1.0189468988321904,1,2.3531898841514494,8,11,0.8660254037844387,-0.4999999999999998,06
23,690.0,13,9,4,2,0,0,7.231324507517658,8.692737538520301,6.324614692735651,15.384615384615385,0,0,0,0.0013800247107264721,26.0347129506008,0.5084784482890524,121,13,12.14,21.96,2,13,1.1032537162689537,1,2.243647305100739,8,11,0.8660254037844387,-0.4999999999999998,06
24,720.0,12,11,1,2,0,0,7.705795027985693,5.334403936570608,7.942465717832441,16.666666666666664,0,0,0,0.0012545307909885123,24.032042723631506,0.51207552549111,85,2,26.16,26.16,1,2,0.11252331910931244,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,06
25,750.0,9,8,1,2,0,0,5.112738898586941,0.0,6.243999799714853,22.22222222222222,0,0,0,0.0009495775882166109,18.024032042723633,0.6302895894982682,127,1,29.36,29.36,1,1,0.04724707865553693,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,06
26,780.0,14,12,2,5,0,0,5.500575780846967,3.002647302173699,5.7289985073101075,35.714285714285715,0,0,0,0.001449059933417617,28.037383177570092,0.5813797948058061,51,2,9.58,15.4,2,2,0.6507015514994489,0,0.0,8,13,0.8660254037844387,-0.4999999999999998,06
27,810.0,21,19,2,3,0,0,8.282746307107809,9.101114609466938,7.124042588493505,14.285714285714285,0,0,0,0.0022036369443201105,42.05607476635514,0.4939846463946994,32,2,0.0,0.0,0,2,1.4084592829018974,1,12.98366077293535,8,13,0.8660254037844387,-0.4999999999999998,06
28,840.0,16,14,2,2,0,0,6.8804987062556835,5.977192204984776,6.820083837500875,12.5,0,0,0,0.001665289880647987,32.04272363150868,0.5111737222617367,86,1,0.0,0.0,0,1,1.1170133484419174,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,06
29,870.0,17,15,2,3,0,0,7.440433470242135,5.357952825062946,7.20763894453922,17.647058823529413,0,0,0,0.0017220718604956436,34.04539385847797,0.5431199068148598,134,1,0.0,0.0,0,1,1.3342405534819683,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,06
30,900.0,19,18,1,4,0,0,7.335795029366273,7.568938900374345,7.192863602774628,21.052631578947366,0,0,0,0.0019219081129968568,38.05073431241655,0.35213227447424306,0,1,3.8,3.8,1,1,1.0427532734701628,0,0.0,8,15,0.8660254037844387,-0.4999999999999998,06
31,930.0,15,14,1,5,0,0,5.261796506721459,0.06647550581598824,7.0837803640243555,33.33333333333333,0,0,0,0.0015900005790717875,30.040053404539385,0.4044394177573519,35,0,0.0,0.0,0,0,0.0,1,13.404517965354565,8,15,0.8660254037844387,-0.4999999999999998,06
