time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,16,16,0,7,0,0,2.258541635037056,0.0,4.327091412472303,43.75,0,0,0,0.007124195739708977,32.04272363150868,0.23921244823161833,39,2,0.0,0.0,0,2,1.3926478671402527,0,0.0,8,0,0.8660254037844387,-0.4999999999999998,15
1,30.0,12,12,0,8,0,0,1.2902985897150494,0.0,3.028403262154754,66.66666666666666,0,0,0,0.005518606254862901,24.032042723631506,0.2608071019375079,4,0,0.0,0.0,0,0,0.0,1,11.136901147691196,8,0,0.8660254037844387,-0.4999999999999998,15
2,60.0,15,15,0,6,0,0,1.8078679790676548,0.0,3.6969700648356434,40.0,0,0,0,0.006689116419825733,30.040053404539385,0.2763893872922954,10,1,0.0,0.0,0,1,1.3570092399713236,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,15
3,90.0,12,12,0,5,0,0,1.6491429628118464,0.0,3.8700475229964098,41.66666666666667,0,0,0,0.0054693165641269284,24.032042723631506,0.11601548186054574,7,1,0.0,0.0,0,1,1.0311183970059161,2,4.614582307228182,8,1,0.8660254037844387,-0.4999999999999998,15
4,120.0,13,12,1,5,0,0,2.009077103922291,0.0,4.116249299611023,38.46153846153847,0,0,0,0.005875860485791936,26.0347129506008,0.15811315743233473,10,2,0.0,0.0,0,2,1.4081297582696506,3,5.9409025770006165,8,2,0.8660254037844387,-0.4999999999999998,15
5,150.0,14,13,1,5,0,0,1.9542145191446494,0.0,3.7236992257015076,35.714285714285715,0,0,0,0.006629044613853331,28.037383177570092,0.22645756627807317,0,3,0.0,0.0,0,3,1.3799943832717718,3,7.962416129866985,8,2,0.8660254037844387,-0.4999999999999998,15
6,180.0,15,14,1,5,0,0,2.2707194261637222,0.0,4.246287161592273,33.33333333333333,0,0,0,0.006721867136522398,30.040053404539385,0.32558988092420454,4,6,2.52,2.52,1,6,1.1949903064787593,4,10.167330148973015,8,3,0.8660254037844387,-0.4999999999999998,15
7,210.0,12,12,0,7,0,0,0.8165016897462646,0.0,1.965582327800581,58.333333333333336,0,0,0,0.009059553811546297,24.032042723631506,0.3144418693592034,0,8,0.0,0.0,0,8,1.3138133274102384,2,5.447654365297385,8,3,0.8660254037844387,-0.4999999999999998,15
8,240.0,14,14,0,6,0,0,1.5385321676838808,0.0,3.6686020976726628,42.857142857142854,0,0,0,0.006327674664123498,28.037383177570092,0.1435691248967292,4,9,0.0,0.0,0,9,1.4793033137398768,1,4.249932715565879,8,4,0.8660254037844387,-0.4999999999999998,15
9,270.0,15,15,0,7,0,0,1.6058826613924402,0.0,3.682774635731123,46.666666666666664,0,0,0,0.006913903339008887,30.040053404539385,0.23103210269133276,6,4,0.0,0.0,0,4,1.3828727611604423,2,5.469259057698626,8,4,0.8660254037844387,-0.4999999999999998,15
10,300.0,12,11,1,6,0,0,0.8366187875468433,0.0,2.113032565787643,50.0,0,0,0,0.0060366805442296275,24.032042723631506,0.21320629005872843,18,3,1.36,1.36,1,3,1.3326875612413696,2,4.521294915848881,8,5,0.8660254037844387,-0.4999999999999998,15
11,330.0,14,12,2,6,0,0,2.1383871409693285,0.0,3.7223993119241485,42.857142857142854,0,0,0,0.006282087027967908,28.037383177570092,0.2970942045030581,0,2,0.0,0.0,0,2,1.4762092860557912,1,5.922252353507935,8,5,0.8660254037844387,-0.4999999999999998,15
12,360.0,14,14,0,7,0,0,1.8121676669086784,0.0,3.7883294188138685,50.0,0,0,0,0.006345129031154929,28.037383177570092,0.2767298586373466,50,2,0.0,0.0,0,2,1.4809428026024019,0,0.0,8,6,0.8660254037844387,-0.4999999999999998,15
13,390.0,11,11,0,5,0,0,1.673542804729737,0.0,4.015739010223223,45.45454545454545,0,0,0,0.005407584405730559,22.029372496662216,0.1653338115822118,0,3,0.0,0.0,0,3,1.4265518101421761,0,0.0,8,6,0.8660254037844387,-0.4999999999999998,15
14,420.0,12,12,0,5,0,0,1.3705641522117467,0.0,3.179532680617259,41.66666666666667,0,0,0,0.005642435714445435,24.032042723631506,0.25620255534140435,65,2,0.0,0.0,0,2,1.673413915433931,2,7.574235620837169,8,7,0.8660254037844387,-0.4999999999999998,15
15,450.0,9,9,0,5,0,0,1.074252225044566,0.0,3.3108148150378742,55.55555555555556,0,0,0,0.004458535304205343,18.024032042723633,0.04353271923467567,0,4,0.0,0.0,0,4,1.4103118330680637,6,5.476600038677672,8,7,0.8660254037844387,-0.4999999999999998,15
16,480.0,10,10,0,6,0,0,1.2252120083217537,0.0,3.267972719538076,60.0,0,0,0,0.0048963170919227965,20.026702269692926,0.17704926078660016,0,4,0.0,0.0,0,4,1.3925214071231355,5,3.9376863328138962,8,8,0.8660254037844387,-0.4999999999999998,15
17,510.0,13,13,0,7,0,0,1.487672150117747,0.0,3.316376111007037,53.84615384615385,0,0,0,0.005965545823456355,26.0347129506008,0.29602966877783493,19,5,1.6,1.6,1,5,1.468462202032737,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,15
18,540.0,20,20,0,6,0,0,3.01694810045602,0.0,5.324966811642249,30.0,0,0,0,0.00900756911143734,40.05340453938585,0.17212378288369481,15,4,0.0,0.0,0,4,1.4626512544519852,1,2.286305048660086,8,9,0.8660254037844387,-0.4999999999999998,15
19,570.0,17,17,0,7,0,0,1.6712886061556227,0.0,3.427956129955451,41.17647058823529,0,0,0,0.007720881464333167,34.04539385847797,0.31053640944637373,71,6,0.0,0.0,0,6,1.560275213501615,1,1.3215266527846388,8,9,0.8660254037844387,-0.4999999999999998,15
20,600.0,13,13,0,7,0,0,1.2981435210447063,0.0,3.3004064218148,53.84615384615385,0,0,0,0.006708539480170774,26.0347129506008,0.2637590139431515,53,4,0.0,0.0,0,4,1.5563093457142307,4,7.647746536702256,8,10,0.8660254037844387,-0.4999999999999998,15
21,630.0,14,14,0,7,0,0,2.0460537036918427,0.0,4.597567136178527,50.0,0,0,0,0.006701231170650987,28.037383177570092,0.20834445512834296,97,1,0.0,0.0,0,1,1.505067244383501,2,5.849165727520393,8,10,0.8660254037844387,-0.4999999999999998,15
22,660.0,10,10,0,6,0,0,0.9127527938601487,0.0,2.93580744406195,60.0,0,0,0,0.004897753594341956,20.026702269692926,0.14036015522294182,0,0,0.0,0.0,0,0,0.0,1,5.4128982873454605,8,11,0.8660254037844387,-0.4999999999999998,15
23,690.0,14,14,0,7,0,0,1.4662772681709455,0.0,3.2973061012795264,50.0,0,0,0,0.006380387759423121,28.037383177570092,0.3265395649570969,32,2,0.0,0.0,0,2,1.62082361199491,1,6.320636864386713,8,11,0.8660254037844387,-0.4999999999999998,15
24,720.0,10,10,0,6,0,0,1.284200262402916,0.0,3.1457348511609915,60.0,0,0,0,0.004974480850352296,20.026702269692926,0.1851059082491044,10,3,0.0,0.0,0,3,1.5541452435349439,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,15
25,750.0,11,10,1,6,0,0,1.3647434225635318,0.0,3.0758179761611033,54.54545454545454,0,0,0,0.00522004047929637,22.029372496662216,0.26658791141224314,51,4,11.24,11.24,1,4,1.1795677594194642,2,5.795169737419979,8,12,0.8660254037844387,-0.4999999999999998,15
26,780.0,15,14,1,6,0,0,1.7320612395760941,0.0,3.2961765742526654,40.0,0,0,0,0.006722288743335176,30.040053404539385,0.2065905055137316,27,11,1.8533333333333335,3.4,3,11,1.3486540387524337,2,5.417203129966297,8,13,0.8660254037844387,-0.4999999999999998,15
27,810.0,15,15,0,5,0,0,1.6309528104219835,0.0,3.340401698790337,33.33333333333333,0,0,0,0.007337875320423141,30.040053404539385,0.3683601069764692,91,7,1.9,3.28,2,7,1.4035564844588382,0,0.0,8,13,0.8660254037844387,-0.4999999999999998,15
28,840.0,13,12,1,5,0,0,1.1146264388498366,0.0,2.8323632373111587,38.46153846153847,0,0,0,0.006980004578747276,26.0347129506008,0.2246262738954896,0,0,0.0,0.0,0,0,0.0,1,5.406442998555776,8,14,0.8660254037844387,-0.4999999999999998,15
29,870.0,12,12,0,8,0,0,1.2002304347725037,0.0,3.0124454886895764,66.66666666666666,0,0,0,0.0058691778478471845,24.032042723631506,0.33244613061416123,56,0,0.0,0.0,0,0,0.0,1,5.4527660737227945,8,14,0.8660254037844387,-0.4999999999999998,15
30,900.0,8,8,0,5,0,0,0.9042912011338646,0.0,3.0578375001475573,62.5,0,0,0,0.003839532941023619,16.02136181575434,0.2033645663921821,36,0,0.0,0.0,0,0,0.0,2,3.0499273127904827,8,15,0.8660254037844387,-0.4999999999999998,15
31,930.0,9,9,0,5,0,0,1.2924954916809497,0.0,3.614754188624465,55.55555555555556,0,0,0,0.004525915034278437,18.024032042723633,0.06907680258285445,0,5,0.52,0.52,1,5,1.7812469810597495,2,6.630270679516045,8,15,0.8660254037844387,-0.4999999999999998,15
32,960.0,12,12,0,5,0,0,1.6128380892654277,0.0,3.557970306774614,41.66666666666667,0,0,0,0.006090584222459869,24.032042723631506,0.3186150236188814,0,10,0.28,0.28,1,10,1.422429166323603,1,4.562128823096472,8,16,0.8660254037844387,-0.4999999999999998,15
33,990.0,18,17,1,5,0,0,2.7395973825706177,0.0,3.940367620341713,27.77777777777778,0,0,0,0.008570494461129187,36.048064085447265,0.3307951016445584,5,5,1.76,1.76,1,5,1.277449776066998,2,6.319359522481819,8,16,0.8660254037844387,-0.4999999999999998,15
34,1020.0,14,14,0,7,0,0,1.5255442863399333,0.0,3.250599671269552,50.0,0,0,0,0.006721131144734993,28.037383177570092,0.26103149792045055,0,3,0.0,0.0,0,3,1.1000237502290238,2,5.807084692580446,8,17,0.8660254037844387,-0.4999999999999998,15
35,1050.0,13,13,0,7,0,0,1.709107108847118,0.0,3.4294663257545186,53.84615384615385,0,0,0,0.00614728974926443,26.0347129506008,0.3704123289554632,75,0,0.0,0.0,0,0,0.0,2,4.903959062069167,8,17,0.8660254037844387,-0.4999999999999998,15
36,1080.0,5,5,0,5,0,0,0.0,0.0,0.0,100.0,0,0,0,0.005797593503512426,100.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,8,18,0.8660254037844387,-0.4999999999999998,15
