time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,21,21,0,17,0,0,0.9350328162068451,0.0,2.1604960978331382,80.95238095238095,0,0,0,0.00801652765377372,42.05607476635514,0.1945285686879742,174,2,0.0,0.0,0,2,1.1171540271333071,8,4.535897507920602,8,0,0.8660254037844387,-0.4999999999999998,26
1,30.0,22,22,0,15,0,0,0.8161576011430831,0.0,2.0770275140439907,68.18181818181817,0,0,0,0.008911029775535224,44.05874499332443,0.1112747983631833,22,9,3.56,3.56,1,9,1.2326669083664552,1,4.0796901769469835,8,0,0.8660254037844387,-0.4999999999999998,26
2,60.0,23,23,0,18,0,0,0.7753171611759015,0.0,1.8680011466594257,78.26086956521739,0,0,0,0.01140731122375682,46.061415220293725,0.15630935227960088,22,8,15.44,21.4,2,8,1.1708746657073947,2,5.072281909277581,8,1,0.8660254037844387,-0.4999999999999998,26
3,90.0,28,28,0,16,0,0,1.2787170059387574,0.0,2.4010871407023067,57.14285714285714,0,0,0,0.01087496680425213,56.074766355140184,0.2162551964547584,128,9,14.14,21.52,2,9,1.0070753632312501,11,3.4971350857956756,8,1,0.8660254037844387,-0.4999999999999998,26
4,120.0,23,23,0,17,0,0,0.7225228938297554,0.0,2.025896691444644,73.91304347826086,0,0,0,0.00911620542058237,46.061415220293725,0.12513930818982422,34,7,8.58,12.68,2,7,1.1082072257534654,10,5.078355478338632,8,2,0.8660254037844387,-0.4999999999999998,26
5,150.0,26,26,0,16,0,0,0.7504111282962309,0.0,1.8857801371924239,61.53846153846154,0,0,0,0.010366505912016781,52.0694259012016,0.15108586474385385,88,9,0.0,0.0,0,9,1.363200741420961,10,3.43913886650667,8,2,0.8660254037844387,-0.4999999999999998,26
6,180.0,20,20,0,16,0,0,0.46046957584486964,0.0,1.4998486668646733,80.0,0,0,0,0.008045894020303812,40.05340453938585,0.08262603785749509,36,12,3.0999999999999996,4.72,2,12,1.187509920294073,7,4.960083435021454,8,3,0.8660254037844387,-0.4999999999999998,26
7,210.0,26,26,0,18,0,0,0.7031769163492128,0.0,1.8560525063884674,69.23076923076923,0,0,0,0.010455446549864309,52.0694259012016,0.14239657239205833,92,13,3.486666666666667,5.08,6,13,1.192732169900775,3,4.389317250034532,8,3,0.8660254037844387,-0.4999999999999998,26
8,240.0,26,26,0,16,0,0,0.8587594973950925,0.0,1.9804318616193455,61.53846153846154,0,0,0,0.010275841383560276,52.0694259012016,0.13886441642139674,0,15,8.453333333333333,12.68,3,15,1.1857388605581392,8,4.198946622477017,8,4,0.8660254037844387,-0.4999999999999998,26
9,270.0,24,24,0,16,0,0,0.5429608785111676,0.0,1.7841097507869257,66.66666666666666,0,0,0,0.009358037877190186,48.06408544726301,0.09405931301454293,36,13,0.36,0.36,1,13,1.4204952449492554,10,4.1732667694881105,8,4,0.8660254037844387,-0.4999999999999998,26
10,300.0,24,24,0,17,0,0,0.5065646755078024,0.0,1.6475906067931494,70.83333333333334,0,0,0,0.009567449734953385,48.06408544726301,0.10532340043265404,88,10,1.72,1.72,1,10,1.3258485028580005,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,26
11,330.0,22,22,0,17,0,0,0.5162976321888619,0.0,1.8406961027622317,77.27272727272727,0,0,0,0.008736299860165836,44.05874499332443,0.10197409972812271,122,12,12.54,14.8,2,12,1.0883225458090824,4,6.040338571943232,8,5,0.8660254037844387,-0.4999999999999998,26
12,360.0,21,21,0,17,0,0,0.4368146214691727,0.0,1.9192596778970183,80.95238095238095,0,0,0,0.008381636391426976,42.05607476635514,0.048381651768681665,13,9,8.693333333333333,18.52,3,9,1.0346271673375869,4,5.934890461223171,8,6,0.8660254037844387,-0.4999999999999998,26
13,390.0,26,26,0,18,0,0,0.49184276586355336,0.0,1.4944505174001248,69.23076923076923,0,0,0,0.013042231818831905,52.0694259012016,0.08599676600823325,0,6,9.62,15.04,2,6,0.9723120540111444,4,4.1134900981841085,8,6,0.8660254037844387,-0.4999999999999998,26
14,420.0,27,27,0,19,0,0,0.9897810861440131,0.0,2.1941966336846024,70.37037037037037,0,0,0,0.010612505202051816,54.07209612817089,0.1515108005516545,47,6,3.16,4.76,3,6,1.0223077644930016,7,5.053733313816397,8,7,0.8660254037844387,-0.4999999999999998,26
15,450.0,19,19,0,16,0,0,0.3231131201436392,0.0,1.5240693714930027,84.21052631578947,0,0,0,0.007743069509094464,38.05073431241655,0.03731218138265592,7,5,1.3599999999999999,1.56,2,5,1.2143687793772935,7,4.79273948329009,8,7,0.8660254037844387,-0.4999999999999998,26
16,480.0,21,21,0,16,0,0,0.5027493007674672,0.0,1.909529511737484,76.19047619047619,0,0,0,0.00863635742319235,42.05607476635514,0.03133709738311438,0,8,0.0,0.0,0,8,1.3413435529278186,4,7.230784720657564,8,8,0.8660254037844387,-0.4999999999999998,26
