time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,9,8,1,3,0,0,3.7413583851138403,0.0,7.249257392964598,33.33333333333333,0,0,0,0.0020548586544652703,18.024032042723633,0.12826663188846632,6,2,0.0,0.0,0,2,1.4169019260416271,1,8.710408383022495,8,0,0.8660254037844387,-0.4999999999999998,05
1,30.0,12,11,1,3,0,0,4.737924299417328,0.0,6.83888694989578,25.0,0,0,0,0.00184288867406172,24.032042723631506,0.36672162637586586,106,1,0.0,0.0,0,1,1.3393337641311525,1,10.773763934554545,8,0,0.8660254037844387,-0.4999999999999998,05
2,60.0,12,10,2,3,0,0,4.413596873712797,0.0,6.959150775267093,25.0,0,0,0,0.0028197382560218196,24.032042723631506,0.14524459720385294,3,1,0.0,0.0,0,1,1.254708324087961,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,05
3,90.0,18,17,1,3,0,0,6.88391594974155,0.0,7.874145920551715,16.666666666666664,0,0,0,0.0038934662446407546,36.048064085447265,0.32427772895304424,46,0,0.0,0.0,0,0,0.0,0,0.0,8,1,0.8660254037844387,-0.4999999999999998,05
4,120.0,19,17,2,3,0,0,6.356621413224171,0.0,7.578119369303356,15.789473684210526,0,0,0,0.0029418925723777275,38.05073431241655,0.5366150115465189,207,0,0.0,0.0,0,0,0.0,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,05
5,150.0,13,11,2,4,0,0,4.616142600512378,0.0,6.060895152242253,30.76923076923077,0,0,0,0.002107143636624612,26.0347129506008,0.5138600078117893,66,0,0.0,0.0,0,0,0.0,0,0.0,8,2,0.8660254037844387,-0.4999999999999998,05
6,180.0,14,13,1,3,0,0,5.8304458827807855,0.0,7.892198604212247,21.428571428571427,0,0,0,0.0032952315890476215,28.037383177570092,0.22232758761415458,12,1,0.28,0.28,1,1,0.9895977613174535,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,05
7,210.0,12,11,1,3,0,0,4.634745926349675,0.0,7.273864589314229,25.0,0,0,0,0.0019452517782762118,24.032042723631506,0.30842295098115907,71,1,2.28,2.28,1,1,1.1680962252479057,0,0.0,8,3,0.8660254037844387,-0.4999999999999998,05
8,240.0,11,10,1,3,0,0,4.028513179962034,0.0,6.2352245438611416,27.27272727272727,0,0,0,0.0017639775787181896,22.029372496662216,0.36917590158053093,84,1,0.0,0.0,0,1,0.8027454578127627,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,05
9,270.0,13,13,0,3,0,0,4.523037644771182,0.0,6.340517900699702,23.076923076923077,0,0,0,0.0020561387517199314,26.0347129506008,0.24240844469263959,9,0,0.0,0.0,0,0,0.0,0,0.0,8,4,0.8660254037844387,-0.4999999999999998,05
10,300.0,19,18,1,3,0,0,6.691528473965885,0.0,7.828305027945411,15.789473684210526,0,0,0,0.004464686732958319,38.05073431241655,0.3069725678578369,15,0,0.0,0.0,0,0,0.0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,05
11,330.0,11,11,0,3,0,0,4.2512984244779854,0.0,6.942195853839949,27.27272727272727,0,0,0,0.0017522038744225443,22.029372496662216,0.22668611952638293,16,0,0.0,0.0,0,0,0.0,0,0.0,8,5,0.8660254037844387,-0.4999999999999998,05
12,360.0,12,10,2,3,0,0,3.8794834386561954,0.0,6.577513970480859,25.0,0,0,0,0.0021016959714328554,24.032042723631506,0.2959858511429132,62,0,0.0,0.0,0,0,0.0,1,5.763081683779659,8,6,0.8660254037844387,-0.4999999999999998,05
13,390.0,12,11,1,4,0,0,3.9506194707137965,0.0,5.304278755189678,33.33333333333333,0,0,0,0.0019117530321428216,24.032042723631506,0.5166633937276727,290,0,0.0,0.0,0,0,0.0,1,14.546084723572093,8,6,0.8660254037844387,-0.4999999999999998,05
14,420.0,11,11,0,3,0,0,4.183589437272871,0.0,6.444298614542325,27.27272727272727,0,0,0,0.0017978117740643205,22.029372496662216,0.3534916576090612,133,0,0.0,0.0,0,0,0.0,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,05
15,450.0,13,13,0,4,0,0,4.485956382832254,0.0,5.6728953568344185,30.76923076923077,0,0,0,0.0020241750980088463,26.0347129506008,0.5974144016267786,253,0,0.0,0.0,0,0,0.0,0,0.0,8,7,0.8660254037844387,-0.4999999999999998,05
16,480.0,12,12,0,4,0,0,2.7147831783132648,0.0,4.323252985482141,33.33333333333333,0,0,0,0.0018963409732863353,24.032042723631506,0.3294034351578365,18,0,0.0,0.0,0,0,0.0,0,0.0,8,8,0.8660254037844387,-0.4999999999999998,05
17,510.0,14,12,2,4,0,0,3.855662565446322,0.0,6.125416989351802,28.57142857142857,0,0,0,0.002223018035633848,28.037383177570092,0.3609824996719863,149,0,0.0,0.0,0,0,0.0,1,5.544376934893598,8,8,0.8660254037844387,-0.4999999999999998,05
18,540.0,17,16,1,4,0,0,5.204845226046346,0.0,6.9762337228958895,23.52941176470588,0,0,0,0.0026316902135959074,34.04539385847797,0.2595415857885811,45,1,0.0,0.0,0,1,2.0651552906940127,1,3.591937535737286,8,9,0.8660254037844387,-0.4999999999999998,05
19,570.0,21,21,0,3,0,0,6.184383470471085,0.0,7.527750440030219,14.285714285714285,0,0,0,0.0036367464674414746,42.05607476635514,0.2845372095425875,4,1,3.2,3.2,1,1,1.3788124372241441,0,0.0,8,9,0.8660254037844387,-0.4999999999999998,05
20,600.0,22,19,3,6,0,0,5.1327802816105,3.0973686839800005,5.609251411556262,27.27272727272727,0,0,0,0.0035057536900557538,44.05874499332443,0.5480434002584649,94,1,2.68,2.68,1,1,1.8749446264654883,1,11.750313562964813,8,10,0.8660254037844387,-0.4999999999999998,05
21,630.0,14,12,2,4,0,0,4.43666627181459,0.0,6.1951550885358975,28.57142857142857,0,0,0,0.002194553084389028,28.037383177570092,0.42820608646620767,91,1,0.16,0.16,1,1,0.6158893132417964,1,16.734053523310063,8,10,0.8660254037844387,-0.4999999999999998,05
22,660.0,16,16,0,4,0,0,5.3070093934578075,0.003403355198705835,7.154423935357172,25.0,0,0,0,0.002756790548934993,32.04272363150868,0.31669998256365334,17,1,19.2,19.2,1,1,0.5221140587625055,0,0.0,8,11,0.8660254037844387,-0.4999999999999998,05
23,690.0,15,14,1,4,0,0,4.849230585010528,0.0,6.585343739570771,26.666666666666668,0,0,0,0.0025977464306083955,30.040053404539385,0.5129925525013143,146,2,13.6,13.6,1,2,1.1824632310380527,0,0.0,8,11,0.8660254037844387,-0.4999999999999998,05
24,720.0,12,11,1,4,0,0,4.6769717592136555,0.0,7.117901473614828,33.33333333333333,0,0,0,0.002104639669495398,24.032042723631506,0.31759537606134525,114,1,0.0,0.0,0,1,0.97672459315001,0,0.0,8,12,0.8660254037844387,-0.4999999999999998,05
25,750.0,19,19,0,5,0,0,5.684136947465146,0.0018505404615949362,7.327247439333156,26.31578947368421,0,0,0,0.0030699141751295103,38.05073431241655,0.38169030767195083,57,0,0.0,0.0,0,0,0.0,1,4.627737982090332,8,12,0.8660254037844387,-0.4999999999999998,05
26,780.0,18,17,1,4,0,0,5.877045699375833,0.0,6.717567922909859,22.22222222222222,0,0,0,0.002738416616744247,36.048064085447265,0.5097737928358355,114,2,0.0,0.0,0,2,1.731452723987216,1,4.673087357625681,8,13,0.8660254037844387,-0.4999999999999998,05
27,810.0,15,13,2,3,0,0,5.228411374829421,0.0,6.29378584201923,20.0,0,0,0,0.002343311975370185,30.040053404539385,0.6308435556635158,336,1,2.12,2.12,1,1,1.5891168115247654,2,4.219852722836401,8,13,0.8660254037844387,-0.4999999999999998,05
28,840.0,14,12,2,4,0,0,4.635983315429521,0.0,6.089416640375936,28.57142857142857,0,0,0,0.0022792200938595206,28.037383177570092,0.4967981443453727,186,3,7.84,7.84,1,3,1.2257182358221845,1,5.702056339767557,8,14,0.8660254037844387,-0.4999999999999998,05
29,870.0,14,12,2,4,0,0,4.242840540637754,0.0,6.607325167667749,28.57142857142857,0,0,0,0.002996121980514911,28.037383177570092,0.26681874728446714,41,6,0.0,0.0,0,6,1.455438906546075,0,0.0,8,14,0.8660254037844387,-0.4999999999999998,05
30,900.0,9,8,1,3,0,0,3.447919776570727,0.0,5.917191884472108,33.33333333333333,0,0,0,0.001602568824789339,18.024032042723633,0.3674861324688987,69,4,0.0,0.0,0,4,1.4115402548746234,1,2.786811597030084,8,15,0.8660254037844387,-0.4999999999999998,05
31,930.0,7,5,2,3,0,0,3.3672281114290588,0.0,6.314470508119461,42.857142857142854,0,0,0,0.0013906163069267274,37.63440860215054,0.20707588179981617,0,0,0.0,0.0,0,0,0.0,0,0.0,8,15,0.8660254037844387,-0.4999999999999998,05
