time_bin,timestamp,total_vehicles,car_count,truck_count,total_stopped_vehicles,avg_queue_length,max_queue_length,avg_speed,median_speed,speed_std,percent_stopped,avg_lane_occupancy,max_lane_occupancy,num_active_lanes,traffic_density,flow_rate,avg_acceleration,harsh_braking_count,pedestrian_count,avg_ped_waiting_time,max_ped_waiting_time,stopped_pedestrians,ped_crossing_demand,avg_ped_speed,bicycle_count,avg_bicycle_speed,hour_of_day,minute_of_hour,time_of_day_sin,time_of_day_cos,recording_id
0,0.0,23,23,0,18,0,0,0.37273536515836664,0.0,1.3595087395438759,78.26086956521739,0,0,0,0.007896707540672183,46.061415220293725,0.06160690338520049,0,6,2.16,2.16,1,6,1.4708609425321943,14,4.145505102708146,8,0,0.8660254037844387,-0.4999999999999998,28
1,30.0,25,25,0,18,0,0,0.5243775340150126,0.0,1.8069960106630403,72.0,0,0,0,0.008554584299101674,50.06675567423231,0.09738667420676675,57,9,0.0,0.0,0,9,1.6851834255233025,5,4.467786517008706,8,0,0.8660254037844387,-0.4999999999999998,28
2,60.0,22,22,0,18,0,0,0.2471850481057988,0.0,1.1495940137215286,81.81818181818183,0,0,0,0.007632282589540813,44.05874499332443,0.05071916801786782,0,10,0.0,0.0,0,10,1.6038909866232285,3,4.866997686705673,8,1,0.8660254037844387,-0.4999999999999998,28
3,90.0,23,23,0,18,0,0,0.4825494721467792,0.0,1.7486499906561994,78.26086956521739,0,0,0,0.007706961599857403,46.061415220293725,0.08002763328960515,35,7,7.66,17.16,4,7,1.012994223554522,2,4.646115647233982,8,1,0.8660254037844387,-0.4999999999999998,28
4,120.0,25,25,0,19,0,0,0.5130003818469722,0.0,1.8138348773361157,76.0,0,0,0,0.008464556589480435,50.06675567423231,0.10094417688698117,46,5,27.4,27.4,1,5,1.0391010808146812,9,3.635382965970534,8,2,0.8660254037844387,-0.4999999999999998,28
5,150.0,23,23,0,18,0,0,0.38820151782087853,0.0,1.4932584327488823,78.26086956521739,0,0,0,0.007739619022657723,46.061415220293725,0.06529946173114047,9,6,15.76,15.76,1,6,1.232976817637368,5,3.4451987415381566,8,2,0.8660254037844387,-0.4999999999999998,28
6,180.0,24,24,0,18,0,0,0.6092459300030973,0.0,1.7491298425368214,75.0,0,0,0,0.008315827322251687,48.06408544726301,0.10442104408225164,33,6,0.0,0.0,0,6,1.454315551629621,7,4.709090343516092,8,3,0.8660254037844387,-0.4999999999999998,28
7,210.0,23,23,0,19,0,0,0.476752397392656,0.0,1.7834621590784834,82.6086956521739,0,0,0,0.007978605141894395,46.061415220293725,0.09439790489515258,53,2,0.0,0.0,0,2,1.331266222807509,4,3.894503620838768,8,3,0.8660254037844387,-0.4999999999999998,28
8,240.0,24,24,0,19,0,0,0.5228160922871854,0.0,1.7856649777687685,79.16666666666666,0,0,0,0.008412733834317046,48.06408544726301,0.08644572120958278,16,3,0.0,0.0,0,3,2.430921529205777,7,5.624137884907523,8,4,0.8660254037844387,-0.4999999999999998,28
9,270.0,30,30,0,20,0,0,0.8377558448044083,0.0,2.4525219876515485,66.66666666666666,0,0,0,0.010354897122500692,60.08010680907877,0.12040150144717447,115,9,13.68,13.68,1,9,1.2154130782378345,4,3.527538250718034,8,4,0.8660254037844387,-0.4999999999999998,28
10,300.0,30,30,0,20,0,0,0.7735277317462147,0.0,1.8937215414359359,66.66666666666666,0,0,0,0.01037969751947178,60.08010680907877,0.18045060657971412,83,10,5.6,5.6,1,10,1.2819610190326818,4,3.798737267078639,8,5,0.8660254037844387,-0.4999999999999998,28
11,330.0,34,34,0,20,0,0,0.8843200663551494,0.0,2.1386054201317113,58.82352941176471,0,0,0,0.011528650955321195,68.09078771695594,0.1543872628128043,167,8,0.0,0.0,0,8,1.6315722057683686,4,4.302473763940132,8,5,0.8660254037844387,-0.4999999999999998,28
12,360.0,24,24,0,20,0,0,0.4500890874313338,0.0,1.5019041641460473,83.33333333333334,0,0,0,0.008404425993111983,48.06408544726301,0.06934143940498692,0,10,0.36,0.36,1,10,1.3201351513856492,10,3.756218282058627,8,6,0.8660254037844387,-0.4999999999999998,28
13,390.0,23,23,0,19,0,0,0.2980121797640273,0.0,1.2771666488971876,82.6086956521739,0,0,0,0.008026289143113336,46.061415220293725,0.06663789469103684,3,10,5.300000000000001,9.96,2,10,1.130262541336718,8,4.249616246826406,8,6,0.8660254037844387,-0.4999999999999998,28
14,420.0,27,27,0,20,0,0,0.6295554091074236,0.0,2.012840053190056,74.07407407407408,0,0,0,0.009313346725044594,54.07209612817089,0.10875840026440622,71,10,1.4,1.4,1,10,1.1705348683065868,6,2.657572772486279,8,7,0.8660254037844387,-0.4999999999999998,28
15,450.0,24,24,0,18,0,0,0.6014930610019681,0.0,2.0583005190869783,75.0,0,0,0,0.008316233543239012,48.06408544726301,0.09249245508188977,82,7,0.0,0.0,0,7,1.5585335263509796,6,4.33724508967233,8,7,0.8660254037844387,-0.4999999999999998,28
16,480.0,22,22,0,18,0,0,0.25821651678286744,0.0,1.2652595199064054,81.81818181818183,0,0,0,0.008775373137180128,44.05874499332443,0.05093145163793149,0,7,3.92,3.92,1,7,1.7153148864468684,6,5.367037455276255,8,8,0.8660254037844387,-0.4999999999999998,28
17,510.0,24,24,0,19,0,0,0.4171576310788378,0.0,1.40979214512896,79.16666666666666,0,0,0,0.008175202635838997,48.06408544726301,0.10152666345918218,22,10,0.0,0.0,0,10,1.665745297403764,1,5.984652430100715,8,8,0.8660254037844387,-0.4999999999999998,28
18,540.0,24,24,0,19,0,0,0.3501070556758004,0.0,1.365306584964871,79.16666666666666,0,0,0,0.008236107096291467,48.06408544726301,0.05398661017476815,59,6,0.0,0.0,0,6,1.5940014985696622,8,3.841809683021696,8,9,0.8660254037844387,-0.4999999999999998,28
19,570.0,28,28,0,20,0,0,0.5241861519432925,0.0,1.5900675263869712,71.42857142857143,0,0,0,0.009486189427667028,56.074766355140184,0.10748689074775925,175,7,2.24,2.24,1,7,1.4109294063637081,6,3.0156102683273476,8,9,0.8660254037844387,-0.4999999999999998,28
20,600.0,26,26,0,19,0,0,0.4728874499068406,0.0,1.5928514791228012,73.07692307692307,0,0,0,0.008861330666216107,52.0694259012016,0.09720103444342329,68,9,1.12,1.12,1,9,1.3337122823835164,4,6.01127892690473,8,10,0.8660254037844387,-0.4999999999999998,28
21,630.0,22,22,0,19,0,0,0.3079399902077319,0.0,1.3508855993092483,86.36363636363636,0,0,0,0.007683252447764418,44.05874499332443,0.04927951809473401,26,8,5.586666666666666,11.12,3,8,0.9785865902193618,12,4.889706141242053,8,10,0.8660254037844387,-0.4999999999999998,28
22,660.0,24,24,0,19,0,0,0.4100615949075472,0.0,1.67164406018144,79.16666666666666,0,0,0,0.008306472819477148,48.06408544726301,0.03459818669575865,17,6,3.56,4.12,2,6,1.2334583942675728,8,3.389878584206944,8,11,0.8660254037844387,-0.4999999999999998,28
23,690.0,27,27,0,19,0,0,0.7224146859388629,0.0,1.91943699439632,70.37037037037037,0,0,0,0.009338344150011071,54.07209612817089,0.11211799314490754,15,5,0.0,0.0,0,5,1.5558532226511175,4,5.3683784138268384,8,11,0.8660254037844387,-0.4999999999999998,28
24,720.0,23,23,0,19,0,0,0.26096475917332024,0.0,1.314165143133971,82.6086956521739,0,0,0,0.00796885445632911,46.061415220293725,0.029909007503218142,0,12,1.52,2.44,2,12,1.4339702895297777,6,5.373932096564392,8,12,0.8660254037844387,-0.4999999999999998,28
